game,bookmaker,market_type,team,side,line,odds,timestamp,line_status,extraction_time
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,175,2025-11-20T10:40:20.579262Z,normal,2025-11-20T17:32:55.100286
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,175,2025-11-20T10:45:05.395227Z,normal,2025-11-20T17:32:55.100291
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,180,2025-11-20T10:47:05.380802Z,normal,2025-11-20T17:32:55.100296
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,185,2025-11-20T10:50:05.390987Z,normal,2025-11-20T17:32:55.100305
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,188,2025-11-20T10:58:35.38361Z,normal,2025-11-20T17:32:55.100309
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,185,2025-11-20T10:59:05.457Z,normal,2025-11-20T17:32:55.100314
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,190,2025-11-20T11:01:05.486119Z,normal,2025-11-20T17:32:55.100319
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,190,2025-11-20T14:05:35.453534Z,normal,2025-11-20T17:32:55.100324
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,185,2025-11-20T15:23:50.349798Z,normal,2025-11-20T17:32:55.100329
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,190,2025-11-20T15:35:35.45522Z,normal,2025-11-20T17:32:55.100334
Clippers vs Magic,FanDuel,Moneyline,Clippers,away,0.0,185,2025-11-20T16:05:05.465228Z,normal,2025-11-20T17:32:55.100338
Clippers vs Magic,FanDuel,Total,Both,under,219.0,-110,2025-11-20T01:15:06.112582Z,normal,2025-11-20T17:32:55.100345
Clippers vs Magic,FanDuel,Total,Both,under,219.0,-108,2025-11-20T02:01:51.468111Z,normal,2025-11-20T17:32:55.100350
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-110,2025-11-20T10:00:20.43146Z,normal,2025-11-20T17:32:55.100355
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-112,2025-11-20T10:45:05.462528Z,normal,2025-11-20T17:32:55.100360
Clippers vs Magic,FanDuel,Total,Both,under,218.0,-109,2025-11-20T10:48:35.540186Z,normal,2025-11-20T17:32:55.100365
Clippers vs Magic,FanDuel,Total,Both,under,218.0,-108,2025-11-20T10:50:05.467171Z,normal,2025-11-20T17:32:55.100370
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-110,2025-11-20T10:54:20.582739Z,normal,2025-11-20T17:32:55.100375
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-110,2025-11-20T10:58:05.468339Z,normal,2025-11-20T17:32:55.100380
Clippers vs Magic,FanDuel,Total,Both,under,218.0,-108,2025-11-20T10:59:20.435056Z,normal,2025-11-20T17:32:55.100385
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-109,2025-11-20T11:00:50.502019Z,normal,2025-11-20T17:32:55.100390
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-112,2025-11-20T11:01:05.537705Z,normal,2025-11-20T17:32:55.100396
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-110,2025-11-20T14:05:35.536624Z,normal,2025-11-20T17:32:55.100401
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-112,2025-11-20T14:32:05.540334Z,normal,2025-11-20T17:32:55.100405
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-109,2025-11-20T15:02:05.459229Z,normal,2025-11-20T17:32:55.100411
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-109,2025-11-20T15:12:20.55515Z,normal,2025-11-20T17:32:55.100416
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-108,2025-11-20T15:23:50.413111Z,normal,2025-11-20T17:32:55.100421
Clippers vs Magic,FanDuel,Total,Both,under,219.0,-112,2025-11-20T15:59:35.46147Z,normal,2025-11-20T17:32:55.100426
Clippers vs Magic,FanDuel,Total,Both,under,218.0,-108,2025-11-20T16:02:35.620268Z,normal,2025-11-20T17:32:55.100431
Clippers vs Magic,FanDuel,Total,Both,under,218.5,-112,2025-11-20T16:05:05.541382Z,normal,2025-11-20T17:32:55.100436
Clippers vs Magic,FanDuel,Total,Both,over,219.0,-110,2025-11-20T01:15:06.107657Z,normal,2025-11-20T17:32:55.100442
Clippers vs Magic,FanDuel,Total,Both,over,219.0,-113,2025-11-20T02:01:51.453371Z,normal,2025-11-20T17:32:55.100447
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-110,2025-11-20T10:00:20.424324Z,normal,2025-11-20T17:32:55.100452
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-109,2025-11-20T10:45:05.449825Z,normal,2025-11-20T17:32:55.100458
Clippers vs Magic,FanDuel,Total,Both,over,218.0,-112,2025-11-20T10:48:35.529027Z,normal,2025-11-20T17:32:55.100463
Clippers vs Magic,FanDuel,Total,Both,over,218.0,-113,2025-11-20T10:50:05.455748Z,normal,2025-11-20T17:32:55.100468
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-110,2025-11-20T10:54:20.573475Z,normal,2025-11-20T17:32:55.100473
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-110,2025-11-20T10:58:05.457182Z,normal,2025-11-20T17:32:55.100478
Clippers vs Magic,FanDuel,Total,Both,over,218.0,-113,2025-11-20T10:59:20.421497Z,normal,2025-11-20T17:32:55.100482
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-112,2025-11-20T11:00:50.48763Z,normal,2025-11-20T17:32:55.100487
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-109,2025-11-20T11:01:05.529968Z,normal,2025-11-20T17:32:55.100492
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-110,2025-11-20T14:05:35.528125Z,normal,2025-11-20T17:32:55.100497
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-109,2025-11-20T14:32:05.53146Z,normal,2025-11-20T17:32:55.100502
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-112,2025-11-20T15:02:05.448977Z,normal,2025-11-20T17:32:55.100508
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-112,2025-11-20T15:12:20.548341Z,normal,2025-11-20T17:32:55.100513
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-113,2025-11-20T15:23:50.408273Z,normal,2025-11-20T17:32:55.100518
Clippers vs Magic,FanDuel,Total,Both,over,219.0,-109,2025-11-20T15:59:35.449426Z,normal,2025-11-20T17:32:55.100522
Clippers vs Magic,FanDuel,Total,Both,over,218.0,-113,2025-11-20T16:02:35.611424Z,normal,2025-11-20T17:32:55.100533
Clippers vs Magic,FanDuel,Total,Both,over,218.5,-109,2025-11-20T16:05:05.528774Z,normal,2025-11-20T17:32:55.100538
Clippers vs Magic,Book75,Spread,Magic,home,-5.5,-105,2025-11-20T02:28:24.427325Z,normal,2025-11-20T17:32:55.100547
Clippers vs Magic,Book75,Spread,Magic,home,-5.5,-110,2025-11-20T02:53:16.514548Z,normal,2025-11-20T17:32:55.100552
Clippers vs Magic,Book75,Spread,Clippers,away,5.5,-115,2025-11-20T02:28:24.41904Z,normal,2025-11-20T17:32:55.100558
Clippers vs Magic,Book75,Spread,Clippers,away,5.5,-110,2025-11-20T02:53:16.505473Z,normal,2025-11-20T17:32:55.100563
Clippers vs Magic,Book75,Total,Both,over,219.5,-110,2025-11-20T03:16:17.769207Z,normal,2025-11-20T17:32:55.100569
Clippers vs Magic,Book75,Total,Both,over,219.5,-110,2025-11-20T10:13:41.68792Z,normal,2025-11-20T17:32:55.100574
Clippers vs Magic,Book75,Total,Both,over,219.5,-105,2025-11-20T11:22:11.608595Z,normal,2025-11-20T17:32:55.100579
Clippers vs Magic,Book75,Total,Both,over,218.5,-110,2025-11-20T11:41:11.687737Z,normal,2025-11-20T17:32:55.100584
Clippers vs Magic,Book75,Total,Both,over,219.5,-105,2025-11-20T13:24:41.687671Z,normal,2025-11-20T17:32:55.100589
Clippers vs Magic,Book75,Total,Both,over,218.5,-110,2025-11-20T15:56:41.927332Z,normal,2025-11-20T17:32:55.100594
Clippers vs Magic,Book75,Total,Both,under,220.5,-110,2025-11-20T02:22:51.781688Z,normal,2025-11-20T17:32:55.100601
Clippers vs Magic,Book75,Total,Both,under,220.5,-115,2025-11-20T02:54:46.97559Z,normal,2025-11-20T17:32:55.100606
Clippers vs Magic,Book75,Total,Both,under,219.5,-110,2025-11-20T03:16:17.776953Z,normal,2025-11-20T17:32:55.100614
Clippers vs Magic,Book75,Total,Both,under,219.5,-110,2025-11-20T10:13:41.699763Z,normal,2025-11-20T17:32:55.100621
Clippers vs Magic,Book75,Total,Both,under,219.5,-115,2025-11-20T11:22:11.627758Z,normal,2025-11-20T17:32:55.100627
Clippers vs Magic,Book75,Total,Both,under,218.5,-110,2025-11-20T11:41:11.698785Z,normal,2025-11-20T17:32:55.100633
Clippers vs Magic,Book75,Total,Both,under,219.5,-115,2025-11-20T13:24:41.703364Z,normal,2025-11-20T17:32:55.100638
Clippers vs Magic,Book75,Total,Both,under,218.5,-110,2025-11-20T15:56:41.939044Z,normal,2025-11-20T17:32:55.100644
